Date,Price,Open,High,Low,Vol.,Change %
11/7/2022,372.77,370.98,372.56,370.98,26.78M,0.48%
11/4/2022,370.98,372.07,373.53,370.43,256.19M,-0.29%
11/3/2022,372.07,371.87,372.81,370.94,147.77M,0.05%
11/2/2022,371.87,375.26,375.26,369.84,83.89M,-0.90%
11/1/2022,375.26,374.64,376.66,374.26,79.97M,0.07%
10/31/2022,375.01,378.05,379.13,374.82,54.33M,-0.80%
10/28/2022,378.05,378.89,379.78,375.91,43.97M,-0.22%
10/27/2022,378.89,374.74,378.92,374.74,32.12M,1.11%
10/26/2022,374.74,376.99,377.9,372.63,34.18M,-0.93%
10/25/2022,378.24,376.4,381.01,376.4,59.96M,0.49%
10/24/2022,376.4,377.79,377.79,375.14,14.52M,-0.37%
10/21/2022,377.79,379.1,379.17,376.32,51.73M,-0.35%
10/20/2022,379.1,382.23,382.23,378.43,57.97M,-0.82%
10/19/2022,382.23,380.32,382.89,379.94,33.98M,0.50%
10/18/2022,380.32,376.74,384.64,376.74,52.86M,0.95%
10/17/2022,376.74,373.48,376.92,373.17,42.21M,0.87%
10/14/2022,373.48,371.07,373.48,370,16.72M,0.65%
10/13/2022,371.07,367.64,371.4,367.64,24.43M,0.93%
10/12/2022,367.64,368.8,370.55,367.02,32.55M,-0.31%
10/11/2022,368.8,365.92,370.39,365.92,17.77M,0.65%
10/7/2022,366.42,362.64,366.42,362.64,26.44M,1.04%
10/6/2022,362.64,365.77,368.95,360.57,53.12M,-0.86%
10/5/2022,365.77,369.4,372.27,365.39,30.04M,-0.98%
10/4/2022,369.4,379.2,379.29,369.4,44.60M,-2.58%
9/30/2022,379.2,377.66,379.2,376.06,156.66M,0.41%
9/29/2022,377.66,378.23,380.13,375.91,122.87M,-0.15%
9/28/2022,378.23,382.09,382.09,375.32,31.09M,-1.01%
9/27/2022,382.09,384.58,387.73,380.74,51.73M,-0.65%
9/26/2022,384.58,382.65,385.8,382.65,29.08M,0.52%
9/23/2022,382.59,379.38,382.59,376.78,51.96M,0.85%
9/22/2022,379.38,378.13,379.76,377.7,55.62M,0.42%
9/21/2022,377.8,376.06,378.19,375.87,23.21M,0.49%
9/20/2022,375.96,375.12,376.6,375.06,30.33M,0.22%
9/19/2022,375.12,374.09,376.21,373.42,18.25M,0.28%
9/16/2022,374.09,379.38,380.46,373.4,42.94M,-1.39%
9/15/2022,379.38,380.06,380.52,376.99,61.04M,-0.09%
9/14/2022,379.72,385.48,385.86,379.07,43.30M,-1.32%
9/13/2022,384.8,385.13,387.8,384.1,47.61M,-0.09%
9/12/2022,385.13,386.88,387.88,385.13,30.15M,-0.45%
9/9/2022,386.88,383.54,387.43,383.54,251.01M,0.87%
9/8/2022,383.54,379.47,384.21,378.76,74.54M,1.07%
9/7/2022,379.47,380.62,380.62,377.47,61.18M,-0.30%
9/6/2022,380.62,385.31,385.88,380.19,52.67M,-1.31%
9/5/2022,385.69,389.22,392.33,385.43,129.02M,-0.91%
9/2/2022,389.22,385.74,391.05,385.74,148.14M,0.90%
9/1/2022,385.74,387.41,390.22,385.23,145.77M,-0.43%
8/31/2022,387.41,385.01,388.36,385.01,252.27M,0.62%
8/30/2022,385.01,385.51,385.69,384.9,37.53M,-0.13%
8/29/2022,385.51,384.7,385.63,384.05,116.38M,0.25%
8/26/2022,384.55,387.16,387.97,384.11,83.15M,-0.67%
8/25/2022,387.16,386.44,387.55,386.41,48.88M,0.19%
8/24/2022,386.44,384.28,387.29,383.59,74.49M,0.56%
8/23/2022,384.28,384.54,386.41,384.28,57.98M,-0.07%
8/22/2022,384.54,387.22,387.76,383.81,39.61M,-0.69%
8/19/2022,387.22,386.72,387.22,385.57,37.10M,0.23%
8/18/2022,386.35,385.64,386.83,382.21,40.53M,0.18%
8/17/2022,385.64,387.04,387.09,385.23,47.52M,-0.21%
8/16/2022,386.45,385.27,387.84,383.35,60.50M,0.31%
8/15/2022,385.27,384.71,386.9,382.97,55.16M,0.15%
8/12/2022,384.71,385.77,386.71,383.93,49.94M,-0.19%
8/11/2022,385.44,387.84,388.41,384.8,55.77M,-0.62%
8/10/2022,387.84,386.1,387.84,385.38,148.13M,0.42%
8/9/2022,386.22,383.91,386.81,383.24,36.91M,0.60%
8/8/2022,383.91,388.17,388.32,382.27,37.72M,-1.10%
8/5/2022,388.17,387.93,390.37,387.23,28.93M,0.06%
8/4/2022,387.93,380.06,387.93,380.06,32.52M,2.07%
8/3/2022,380.06,381.29,382.04,379.77,34.09M,-0.32%
8/2/2022,381.29,378.91,381.29,378.91,34.19M,0.63%
8/1/2022,378.91,378.21,380.22,376.94,67.15M,0.19%
7/29/2022,378.21,358.82,378.64,358.82,72.24M,6.60%
7/28/2022,354.79,367.15,367.51,354.53,57.99M,-3.54%
7/27/2022,367.82,376.64,376.64,366.97,53.39M,-2.34%
7/26/2022,376.64,383.75,385.21,376.64,40.50M,-1.85%
7/25/2022,383.75,379.85,383.75,379.69,39.90M,1.03%
7/22/2022,379.85,390.57,390.57,379.85,97.13M,-2.74%
7/21/2022,390.57,391.98,392.3,389.66,50.61M,-0.36%
7/20/2022,391.98,394.13,394.13,391.56,69.20M,-0.55%
7/19/2022,394.13,395.76,396.13,392.57,111.12M,-0.41%
7/18/2022,395.76,397.25,404.04,394.74,40.35M,-0.04%
7/15/2022,395.91,395.53,397.55,393.8,46.46M,0.10%
7/14/2022,395.53,398.18,399.44,395.28,40.14M,-0.67%
7/13/2022,398.18,397.99,399.14,396.65,55.44M,0.05%
7/8/2022,397.99,397.4,398.96,396.7,44.90M,0.15%
7/7/2022,397.4,395.43,397.69,395.38,68.73M,0.50%
7/6/2022,395.43,397.8,399.53,395.15,43.25M,-0.60%
7/5/2022,397.8,400.26,401.47,397.16,79.39M,-0.53%
7/4/2022,399.9,399.22,403.07,398.88,57.34M,0.17%
7/1/2022,399.22,397.79,400.14,397.61,41.08M,0.36%
6/30/2022,397.79,396.69,397.79,394.07,67.00M,0.28%
6/29/2022,396.69,397.36,397.5,395.71,73.98M,-0.07%
6/28/2022,396.98,397.05,399.82,396.67,59.16M,-0.02%
6/27/2022,397.05,395.02,399.79,393.91,77.32M,0.51%
6/24/2022,395.02,394.8,396.37,394.38,49.71M,0.06%
6/23/2022,394.8,394.2,396.27,393.23,53.11M,0.15%
6/22/2022,394.2,396.6,397.52,393.84,81.22M,-0.61%
6/21/2022,396.6,395.08,397.01,393.48,51.58M,0.38%
6/20/2022,395.08,393.72,395.93,393.59,74.06M,0.35%
6/17/2022,393.72,403.03,403.4,392.31,133.53M,-2.31%
6/16/2022,403.03,405.56,405.59,402.93,110.21M,-0.62%
6/15/2022,405.56,413.88,413.88,405.56,71.95M,-2.01%
6/14/2022,413.88,415.33,415.33,413.15,99.82M,-0.35%
6/10/2022,415.33,415.07,416.08,412.95,63.61M,0.06%
6/9/2022,415.07,420.12,420.12,415.07,50.73M,-1.20%
6/8/2022,420.12,423.77,423.77,419.88,51.33M,-0.86%
6/7/2022,423.77,422.56,424.43,421.56,70.77M,0.29%
6/6/2022,422.56,424.19,426.06,421.3,27.73M,-0.42%
6/3/2022,424.34,420.35,424.34,419.8,35.26M,0.95%
6/2/2022,420.35,424.79,424.79,420.02,76.08M,-0.97%
6/1/2022,424.45,427.54,429.37,424.45,40.50M,-0.30%
5/31/2022,425.71,426.36,427.51,423.29,82.34M,-0.15%
5/30/2022,426.36,427.47,429.13,426,67.31M,-0.26%
5/27/2022,427.47,425.41,428.14,424.58,43.31M,0.48%
5/26/2022,425.41,420.3,425.6,419.37,83.82M,1.22%
5/25/2022,420.3,429.06,429.06,419,117.90M,-2.13%
5/24/2022,429.45,431.14,432.24,428.67,450.46M,-0.39%
5/23/2022,431.14,431.11,434.67,431.11,156.90M,0.10%
5/20/2022,430.73,430.55,430.82,428.79,178.65M,0.04%
5/19/2022,430.55,433.85,434.43,430,51.51M,-0.76%
5/18/2022,433.85,433.4,435.98,433.4,155.19M,0.10%
5/17/2022,433.4,435.11,435.47,432.53,206.94M,-0.39%
5/16/2022,435.11,436.15,436.15,433.01,142.74M,-0.24%
5/13/2022,436.15,430.9,436.15,430.9,83.94M,1.22%
5/12/2022,430.9,434.63,435.97,429.8,84.37M,-0.86%
5/11/2022,434.63,434.52,436.4,432.49,108.02M,0.03%
5/10/2022,434.52,436.79,437.16,433.85,50.35M,-0.06%
5/9/2022,434.77,435.97,438.85,434.12,76.81M,-0.28%
5/6/2022,435.97,430.45,440.81,430.45,119.22M,1.34%
5/5/2022,430.2,430.54,432.46,429.02,115.26M,-0.08%
5/4/2022,430.54,434.46,434.46,430.53,344.58M,-0.98%
4/29/2022,434.82,434.1,435.68,431.21,51.24M,0.17%
4/28/2022,434.1,430.38,435.55,429.37,51.93M,0.86%
4/27/2022,430.38,436.77,437.18,429.14,54.53M,-1.46%
4/26/2022,436.77,442.94,443.07,436.54,64.63M,-1.39%
4/25/2022,442.94,442.18,443.32,438.51,69.27M,0.34%
4/22/2022,441.42,428.87,441.42,427.87,124.58M,2.93%
4/21/2022,428.87,426.71,429.63,425.99,62.17M,0.51%
4/20/2022,426.71,432.49,432.49,423.41,81.16M,-2.45%
4/19/2022,437.43,439.71,440.89,432.01,93.35M,-0.31%
4/14/2022,438.78,441.82,442.56,437.61,219.68M,-0.65%
4/13/2022,441.63,439.17,443.69,435.96,143.48M,0.56%
4/12/2022,439.17,427.82,439.17,425.46,63.93M,2.77%
4/11/2022,427.33,415.56,427.99,414.79,92.53M,2.83%
4/8/2022,415.56,412.45,415.64,412.45,57.29M,0.75%
4/7/2022,412.45,413.97,414.36,412.23,104.93M,-0.12%
4/6/2022,412.96,412.16,413.3,412.16,128.59M,0.15%
4/5/2022,412.35,405.33,413.34,405.33,112.09M,1.73%
4/4/2022,405.33,409,411.27,404.49,81.40M,-0.99%
4/1/2022,409.38,408.95,410.19,408.32,145.74M,0.02%
3/31/2022,409.28,414.66,414.66,408,133.47M,-1.30%
3/30/2022,414.66,417.16,417.92,412.17,129.66M,-0.60%
3/29/2022,417.16,421.32,421.32,417.16,61.76M,-0.99%
3/28/2022,421.32,440.79,440.79,417.82,138.64M,-4.42%
3/25/2022,440.79,438.51,441.15,438.51,98.92M,0.48%
3/24/2022,438.69,439.1,440.33,436.47,96.23M,-0.09%
3/23/2022,439.1,438.01,439.96,436.94,156.20M,0.25%
3/22/2022,438.01,439.68,439.68,435.85,154.96M,-0.38%
3/21/2022,439.68,443.72,443.72,436.34,86.36M,-0.91%
3/18/2022,443.72,442.74,445.09,439.7,120.60M,-0.63%
3/17/2022,446.54,446.5,447.47,445.3,77.29M,0.01%
3/16/2022,446.5,449.13,449.96,445.63,57.89M,-0.59%
3/15/2022,449.13,449.55,450.24,448.61,59.99M,-0.09%
3/14/2022,449.55,444.46,451.77,444.46,103.87M,1.15%
3/11/2022,444.46,442.95,444.84,441.93,94.66M,0.34%
3/10/2022,442.95,441.31,443.62,431.24,62.02M,0.37%
3/9/2022,441.31,441.49,442.32,439.47,52.39M,-0.04%
3/8/2022,441.49,441.76,443.2,439.23,591.02M,-0.06%
3/7/2022,441.76,438.81,444.96,438.81,149.23M,0.67%
3/4/2022,438.81,440.37,441.44,438.42,37.80M,-0.66%
3/3/2022,441.71,444.2,444.2,439.55,42.55M,-0.56%
3/2/2022,444.2,450.52,450.52,440.47,81.99M,-1.32%
3/1/2022,450.15,452.86,453.24,449.71,72.82M,-0.75%
2/28/2022,453.53,451.04,456.78,451.04,62.68M,0.55%
2/25/2022,451.04,449.92,451.04,448.52,54.18M,0.25%
2/24/2022,449.92,451.92,451.92,448.6,111.32M,-0.27%
2/23/2022,451.16,452.74,453.73,451.16,71.38M,-0.35%
2/22/2022,452.74,453.08,455.24,452.35,160.64M,-0.08%
2/21/2022,453.08,450.09,454.86,450.09,117.53M,0.66%
2/18/2022,450.09,449.75,450.22,448.61,91.08M,0.08%
2/17/2022,449.75,446.32,450,445.92,80.19M,0.36%
2/16/2022,448.14,449.06,449.69,447.94,115.60M,-0.20%
2/15/2022,449.06,453.65,453.65,449.06,116.29M,-1.01%
2/14/2022,453.65,453.45,453.69,449.41,141.85M,0.04%
2/11/2022,453.45,457.82,457.82,452.41,105.29M,-0.95%
2/10/2022,457.82,454.53,457.82,453.16,63.24M,0.64%
2/9/2022,454.9,447.4,454.9,447.4,110.68M,1.68%
2/8/2022,447.4,448.16,448.16,442.88,77.88M,-0.17%
2/7/2022,448.16,443.1,448.16,442.61,68.40M,1.14%
2/4/2022,443.1,442.3,444.15,442.09,57.68M,0.18%
2/3/2022,442.3,444.56,445.04,440.01,121.98M,-0.51%
2/2/2022,444.56,450.83,452.52,442.27,130.94M,-1.39%
2/1/2022,450.83,441.51,451.84,440.93,97.72M,2.15%
1/31/2022,441.35,439.63,443.43,439.63,123.54M,0.43%
1/28/2022,439.44,429.55,440.46,429.55,93.39M,2.30%
1/27/2022,429.55,424.98,430.18,424.98,44.79M,1.08%
1/26/2022,424.98,419.44,424.98,419.44,64.55M,1.32%
1/25/2022,419.44,417.25,420.12,415.84,81.82M,0.52%
1/24/2022,417.25,419.14,419.14,416.59,93.98M,-0.45%
1/21/2022,419.14,419.6,419.6,417.81,93.46M,-0.11%
1/20/2022,419.6,418.08,419.6,417.84,54.18M,0.36%
1/19/2022,418.08,416,418.72,416,79.22M,0.50%
1/18/2022,416,411.98,416.34,411.32,81.49M,0.98%
1/17/2022,411.98,412.3,412.54,410.41,49.80M,-0.08%
1/14/2022,412.3,411.25,412.37,410.86,96.43M,0.26%
1/13/2022,411.25,410.98,411.94,410.59,105.98M,0.07%
1/12/2022,410.98,409.4,410.98,408.66,61.27M,0.39%
1/11/2022,409.4,408.74,410.01,407.64,61.71M,0.16%
1/10/2022,408.74,409.22,411.68,407.49,48.93M,-0.12%
1/7/2022,409.22,408.41,409.77,408.12,56.99M,0.44%
1/6/2022,407.41,405.62,408.41,403.43,55.16M,0.44%
1/5/2022,405.62,407.66,407.66,403.14,73.59M,-0.50%
1/4/2022,407.66,406.22,408.07,405.07,65.06M,0.39%
12/31/2021,406.07,404.43,412.67,402.42,185.03M,0.66%
12/30/2021,403.42,401.33,403.63,400.32,213.72M,0.52%
12/29/2021,401.33,395.76,403.26,395.76,73.02M,1.41%
12/24/2021,395.76,396.03,396.67,393.31,40.14M,0.73%
12/23/2021,392.91,390.88,394.09,390.21,47.97M,0.52%
12/22/2021,390.88,394.84,395.09,390.81,40.47M,-1.00%
12/21/2021,394.84,396.16,397.39,394.84,38.86M,-0.43%
12/20/2021,396.54,395.38,397.07,394.22,29.67M,0.29%
12/17/2021,395.38,397.32,402.92,395.38,92.35M,-0.49%
12/16/2021,397.32,394.78,397.71,394.61,92.14M,0.45%
12/15/2021,395.54,396.35,396.73,393.71,32.25M,-0.20%
12/14/2021,396.35,399.8,399.93,396.17,103.93M,-1.11%
12/13/2021,400.81,402.71,402.76,397.3,91.50M,-0.47%
12/10/2021,402.71,394.41,402.71,394.19,134.31M,2.20%
12/9/2021,394.04,387.43,395.02,385.93,159.32M,1.68%
12/8/2021,387.53,380.58,387.89,380.14,123.88M,1.83%
12/7/2021,380.58,376.34,380.9,372.96,166.25M,1.13%
12/6/2021,376.34,381.17,381.17,374.97,139.53M,-1.37%
12/3/2021,381.55,381.76,383.84,380.85,54.98M,-0.06%
12/2/2021,381.76,386.3,386.49,381.76,53.76M,-1.18%
12/1/2021,386.3,390.78,390.78,386.22,55.67M,-1.15%
11/30/2021,390.78,389.78,391.11,385.44,105.19M,0.26%
11/29/2021,389.78,390.48,390.48,388.54,43.50M,-0.18%
11/26/2021,390.48,391.79,391.79,389.52,65.84M,-0.33%
11/25/2021,391.79,396.39,396.39,390.11,74.97M,-1.16%
11/24/2021,396.39,396.56,397.23,395.72,90.08M,0.25%
11/23/2021,395.42,394.59,396.84,392.88,44.02M,0.21%
11/22/2021,394.59,391.61,394.91,391.51,67.01M,0.76%
11/19/2021,391.61,394.72,394.72,389.96,49.16M,-0.79%
11/18/2021,394.72,395.46,396.92,394.72,103.04M,-0.19%
11/17/2021,395.46,396.93,403.93,395.13,55.10M,-0.37%
11/16/2021,396.93,396.51,397.43,395.25,76.54M,0.11%
11/15/2021,396.51,397.98,399.17,395.79,77.19M,-0.37%
11/12/2021,397.98,396.23,398.06,392.87,43.56M,0.63%
11/11/2021,395.49,399.27,399.35,395.35,43.75M,-0.95%
11/10/2021,399.27,403.2,403.2,396.57,75.45M,-0.97%
11/9/2021,403.2,402.9,403.28,401.09,133.78M,0.07%
11/8/2021,402.9,403.27,404.15,400.05,163.86M,-0.09%
11/5/2021,403.27,396.31,403.27,396.25,125.61M,1.76%
11/4/2021,396.31,398.35,399.48,396.31,33.50M,-0.51%
11/3/2021,398.35,401.89,402.4,397.69,68.67M,-1.03%
11/2/2021,402.48,409,409,401.79,129.50M,-1.51%
11/1/2021,408.63,409.63,410.51,407.63,86.55M,-0.43%
10/29/2021,410.39,405.42,410.39,405.29,86.83M,1.23%
10/28/2021,405.42,402.39,406.88,401.92,117.22M,0.67%
10/27/2021,402.72,400.69,403.65,400.15,73.68M,0.51%
10/26/2021,400.69,399.87,401.45,398.72,84.08M,0.21%
10/25/2021,399.87,400.64,401.01,399.53,133.22M,-0.19%
10/22/2021,400.64,400.24,402.37,398.33,161.37M,0.29%
10/21/2021,399.48,398.8,399.8,398.66,72.65M,0.17%
10/20/2021,398.8,399.6,401.16,397.4,95.47M,-0.20%
10/18/2021,399.6,397.89,401.83,397.46,87.85M,0.43%
10/15/2021,397.89,396.54,397.94,393.99,76.85M,0.34%
10/14/2021,396.54,398.88,402.07,395.59,97.53M,-0.86%
10/13/2021,399.97,394.7,401.41,393.55,109.39M,1.40%
10/12/2021,394.45,390.54,395.41,390.54,99.19M,1.00%
10/11/2021,390.54,387.58,391.27,387.58,62.84M,0.75%
10/8/2021,387.64,383.04,388.01,382.98,62.30M,1.20%
10/7/2021,383.04,381.47,386.14,380.8,98.42M,0.70%
10/6/2021,380.38,380.23,390.66,380.23,136.84M,0.06%
10/5/2021,380.17,370.9,381.19,370.7,107.29M,2.50%
10/4/2021,370.9,370.85,372.28,370.35,56.16M,0.01%
9/30/2021,370.85,371.96,373.01,370.17,63.83M,-0.30%
9/29/2021,371.96,368.99,371.96,367.59,49.00M,0.80%
9/28/2021,368.99,370.11,370.11,368.12,47.56M,-0.30%
9/27/2021,370.11,368.63,370.48,368.02,37.62M,0.40%
9/24/2021,368.63,361.91,368.67,356.93,59.78M,1.86%
9/23/2021,361.91,362.61,362.98,361.37,32.42M,-0.19%
9/22/2021,362.61,365.63,365.87,362.61,58.76M,-0.83%
9/21/2021,365.63,369.21,369.21,363.36,77.71M,-0.97%
9/20/2021,369.21,370.21,371.37,368.6,41.32M,-0.27%
9/17/2021,370.21,371.48,371.84,369.2,41.75M,-0.34%
9/16/2021,371.48,372.53,373.21,370.77,52.20M,-0.28%
9/15/2021,372.53,373.99,374.37,371.03,36.02M,-0.39%
9/14/2021,373.99,373.64,374.02,372.29,120.42M,0.09%
9/13/2021,373.64,373.16,375.6,373.16,57.79M,0.13%
9/10/2021,373.16,376.31,376.31,370.13,59.32M,-0.84%
9/9/2021,376.31,376.64,377.53,374.12,152.26M,0.03%
9/8/2021,376.21,377.41,378.05,376.11,117.61M,-0.32%
9/7/2021,377.41,378.58,379.73,377.16,132.77M,-0.31%
9/6/2021,378.58,376.79,379.31,376.67,65.62M,0.48%
9/3/2021,376.79,376.82,377.72,375.61,68.14M,-0.01%
9/2/2021,376.82,376.09,377.93,374.05,110.01M,0.19%
9/1/2021,376.09,376.96,378.33,376.09,41.68M,-0.23%
8/31/2021,376.96,378.42,378.42,375.21,84.44M,-0.39%
8/30/2021,378.42,376.3,378.72,375.97,36.74M,-0.15%
8/27/2021,378.99,377.89,379.26,377.51,32.27M,0.29%
8/26/2021,377.89,377.56,378.59,377.19,33.97M,0.09%
8/25/2021,377.56,378.03,378.29,376.8,37.48M,-0.12%
8/24/2021,378.03,377.03,379.07,377.03,60.60M,0.12%
8/23/2021,377.59,377.87,378.79,376.78,38.67M,-0.07%
8/20/2021,377.87,378.16,379.53,377.7,57.36M,-0.18%
8/19/2021,378.54,378.09,378.93,377.49,49.52M,-0.06%
8/18/2021,378.76,378.45,379.1,377.69,31.26M,0.08%
8/17/2021,378.45,378.54,379.44,378.16,24.95M,-0.02%
8/16/2021,378.54,381.01,381.01,376.77,39.35M,-0.65%
8/13/2021,381.01,379.67,381.28,379.38,51.06M,0.35%
8/12/2021,379.67,380.58,382.33,379.42,53.98M,-0.24%
8/11/2021,380.58,378.89,381.02,378.89,72.20M,0.45%
8/10/2021,378.89,378.7,379.8,377.98,76.36M,-0.02%
8/9/2021,378.95,379.15,380.26,378.1,61.90M,-0.05%
8/6/2021,379.15,379.33,380.06,379.07,44.59M,-0.05%
8/5/2021,379.33,380.46,380.57,378.94,52.95M,-0.30%
8/4/2021,380.46,378.33,380.83,378,91.28M,0.56%
8/3/2021,378.33,382.19,382.45,377.85,62.65M,-0.81%
8/2/2021,381.43,381.35,384.85,381.26,38.46M,0.02%
7/30/2021,381.35,380,383.39,380,33.22M,0.36%
7/29/2021,380,382.72,382.72,378.94,72.01M,-0.81%
7/28/2021,383.1,386.82,387.25,383.02,91.14M,-0.96%
7/27/2021,386.82,386.14,387.73,385.74,85.61M,0.21%
7/26/2021,386.01,384.99,387.05,384.12,96.31M,0.26%
7/23/2021,384.99,383.05,386.36,382.5,81.99M,0.51%
7/22/2021,383.05,381.87,383.27,380.15,76.74M,0.31%
7/19/2021,381.87,383.3,383.67,380.18,349.76M,-0.37%
7/16/2021,383.3,379.53,383.81,379.25,76.14M,0.99%
7/15/2021,379.53,376.99,379.53,376.7,39.37M,0.67%
7/14/2021,376.99,380.45,380.45,376.3,101.93M,-0.91%
7/13/2021,380.45,378.62,382.41,378.62,78.73M,0.37%
7/12/2021,379.03,382.94,383.25,377.01,73.44M,-1.02%
7/9/2021,382.94,382.86,383.62,381.85,47.24M,-0.07%
7/8/2021,383.19,385.89,386.02,383.19,71.08M,-1.09%
7/7/2021,387.42,385.69,391.64,381.51,121.31M,0.54%
7/6/2021,385.33,373.42,385.71,373.42,118.82M,3.29%
7/5/2021,373.06,370.73,373.42,368.9,100.94M,0.59%
7/2/2021,370.88,368.05,370.88,367.95,102.23M,0.77%
7/1/2021,368.05,366.47,368.05,364.86,49.85M,0.43%
6/30/2021,366.47,366.69,366.99,366.05,78.54M,0.02%
6/29/2021,366.39,365.76,366.71,364.11,64.18M,0.17%
6/28/2021,365.76,365.76,365.76,365.76,,0.07%
6/25/2021,365.5,362.14,368.32,362.14,70.58M,1.09%
6/24/2021,361.57,359.93,363.14,359.22,54.64M,0.46%
6/23/2021,359.93,362.66,362.71,359.93,72.91M,-0.75%
6/22/2021,362.66,362.91,363.24,362,52.20M,-0.07%
6/21/2021,362.91,362.26,362.98,361.25,67.48M,0.18%
6/18/2021,362.27,360.92,362.51,360.64,100.58M,0.36%
6/17/2021,360.96,358.47,361.19,358.47,76.48M,0.89%
6/16/2021,357.77,359.19,359.25,357.05,162.55M,-0.37%
6/15/2021,359.11,358.61,360.09,357.84,133.87M,0.14%
6/11/2021,358.61,358.44,358.84,357.61,111.53M,0.05%
6/10/2021,358.44,356.6,359,355.99,93.09M,0.52%
6/9/2021,356.6,352.2,357.09,352.2,84.47M,1.25%
6/8/2021,352.2,352.39,352.96,351.78,70.61M,-0.05%
6/7/2021,352.39,355.23,355.23,352.39,59.51M,-0.86%
6/4/2021,355.45,354.27,355.45,353.98,33.72M,0.33%
6/3/2021,354.27,356.04,356.29,353.9,67.79M,-0.50%
6/2/2021,356.04,355.98,356.65,355.09,30.17M,0.02%
6/1/2021,355.98,356.43,358.27,355.48,76.42M,-0.13%
5/31/2021,356.43,355.3,357.47,354.51,76.37M,0.32%
5/28/2021,355.3,354.8,356.89,354.26,109.46M,0.14%
5/27/2021,354.8,356.09,357.82,354.8,66.95M,-0.36%
5/26/2021,356.09,357.65,358.63,355.68,81.12M,-0.44%
5/25/2021,357.65,359.33,359.33,357.36,103.07M,-0.47%
5/24/2021,359.33,361.8,361.86,358.96,43.61M,-0.68%
5/21/2021,361.8,362.71,363.11,360.72,32.43M,-0.25%
5/20/2021,362.71,363.12,363.75,361.26,74.07M,-0.11%
5/19/2021,363.12,365.39,366.15,361.83,45.03M,-0.62%
5/18/2021,365.39,365.27,365.43,363.22,67.16M,0.03%
5/17/2021,365.27,367.42,367.95,365.07,116.44M,-0.59%
5/14/2021,367.42,363.3,367.73,363.1,111.60M,1.13%
5/11/2021,363.3,364.5,365.93,362.86,145.04M,-0.33%
5/10/2021,364.5,354.25,370.43,354.25,110.84M,2.89%
5/7/2021,354.25,350.35,354.53,350.35,105.31M,1.11%
5/6/2021,350.35,345,352.95,344.97,205.08M,1.55%
5/5/2021,345,351.18,351.18,345,132.32M,-1.69%
5/4/2021,350.93,352.07,353.52,349.02,168.11M,-0.32%
4/30/2021,352.07,352.93,353.13,350.66,96.49M,0.16%
4/29/2021,351.51,356.47,356.47,351.51,49.74M,-1.45%
4/28/2021,356.68,357.16,359.5,356.07,45.54M,-0.22%
4/27/2021,357.46,359.32,359.43,356.09,133.27M,-0.52%
4/26/2021,359.32,359.57,360.73,356.59,84.98M,-0.07%
4/23/2021,359.57,357.76,360,357.52,122.20M,0.51%
4/22/2021,357.76,357.89,359.19,355.94,120.16M,-0.04%
4/21/2021,357.89,350.22,358.5,349.56,85.74M,2.25%
4/20/2021,350.01,343.99,351.05,343.99,210.40M,1.69%
4/19/2021,344.19,343.65,345.44,343.08,174.17M,0.34%
4/16/2021,343.03,345.04,345.04,341.28,108.87M,-0.52%
4/15/2021,344.83,348.2,348.24,344.19,128.84M,-0.97%
4/14/2021,348.2,348.91,349.58,347.33,92.36M,-0.20%
4/13/2021,348.91,349.03,350.06,345.04,101.87M,0.03%
4/12/2021,348.82,348.77,349.97,348.25,75.62M,0.16%
4/9/2021,348.28,346.63,349.06,346.63,55.44M,0.41%
4/8/2021,346.87,339.43,347.75,339.43,66.67M,2.19%
4/7/2021,339.43,350.36,350.44,338.63,174.86M,-3.12%
4/6/2021,350.36,356.3,356.76,348.97,91.81M,-1.95%
4/1/2021,357.33,370.29,370.29,355.68,58.88M,-3.34%
3/31/2021,369.67,372.79,372.79,368.49,228.26M,-0.84%
3/30/2021,372.79,369.74,374.93,369.74,163.14M,0.94%
3/29/2021,369.33,361.89,369.36,361.89,408.42M,2.06%
3/26/2021,361.89,359.94,361.93,359.69,164.73M,0.48%
3/25/2021,360.16,358.01,360.16,357.55,134.57M,0.60%
3/24/2021,358.01,358.99,359.62,358.01,194.75M,-0.21%
3/23/2021,358.78,360.33,361.07,358.3,,-0.65%
3/22/2021,361.11,361.89,363.77,360.59,156.61M,-0.01%
3/19/2021,361.13,351.95,363.23,351.95,140.86M,2.80%
3/18/2021,351.28,336.46,351.93,336.46,174.94M,4.40%
3/17/2021,336.46,337.87,337.87,332.81,103.99M,-0.42%
3/16/2021,337.87,349.91,349.91,337.87,84.80M,-3.51%
3/15/2021,350.16,353.75,354.51,348.21,42.59M,-1.01%
3/12/2021,353.75,354.08,354.41,353.14,76.70M,-0.09%
3/11/2021,354.08,354.06,354.54,352.67,62.14M,0.01%
3/10/2021,354.06,355.32,357.23,353.21,145.25M,-0.35%
3/9/2021,355.32,375.22,375.22,351.21,225.57M,-5.30%
3/8/2021,375.22,374.9,377.29,372.53,99.30M,-0.03%
3/5/2021,375.35,377.35,377.76,372.49,110.73M,-0.53%
3/4/2021,377.35,383.47,383.64,374.71,121.12M,-1.54%
3/3/2021,383.25,383.24,385.14,382.21,103.77M,0.00%
3/2/2021,383.24,383.7,383.7,381.17,82.17M,-0.12%
